SAMPN,PERNO,GEND,AGE,LIC,RESP,RELAT,DISAB,DISTY1,DISTY2,DABLO,EDUC,LEVEL,S_LOC,SHOME,SDAY,SMODE1,SMODE2,SMODE3,SMOO,SCOST,SUNIT,EMPL,NOJOB,NMJOB,ETYPE,ETYPO,W1IND,W1INO,W1OCC,W1OCO,W1TIM,W1DAY,W1HOM,W1HMO,W1CPR,W1CPT,W1CPO,W1WKE,W1WKD1,W1WKD2,W1WKD3,W1WKD4,O_W1WKD,W1TYP,W1LOC,W1MOD1,W1MOD2,W1MOD3,W1MOO,W1NDV,W1CPK,W1CPU,W1EPK,W1PKL,W1PKLO,W1WLK,TRNST,VTRAN,TRNCT,TRNCU,SCHED,WSTIM,WETIM,SETIM,VSTIM,VSTMO,VETIM,VETMO,W2TY,W2TYO,W2TYP,W2LOC,W2IND,W2INO,W2OCC,W2OCO,W2DAY,W2HOM,W2HOO,W2ST,W2ET,HMALL,PNMPL,NTRIPS,DIARY,PROXY,HBW,HBO,NHB,MOTTRIP,NOMOTTRP,CPA,FIPS,REGION,DVRPC
1085500,3,1,21,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,23,,11,,1,5,0,,2,,,0,,,,,,2,14780,21,,,,1,0.00,,1,1,,1,2,,,,2,700,1800,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,44,42017,1,1
1085500,4,2,18,1,2,3,2,,,,1,4,14595,2,5,21,,,,0.00,,2,,2,1,,72,,8,,2,4,0,,,,,1,1,2,,,,2,14781,21,,,,2,0.00,,1,1,,1,2,,,,2,1300,1900,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,2,0,4,0,44,42017,1,1
1085500,5,1,10,,2,3,2,,,,1,3,14596,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,44,42017,1,1
1085501,1,2,70,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,4,0,4,0,43,42017,1,1
1085503,1,1,55,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,11,,2,5,0,,2,,,1,1,2,3,4,,2,20451,21,,,,2,0.00,,2,1,,1,2,,,,2,830,1830,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,1,1,1,3,0,43,42017,1,1
1085503,2,2,52,2,2,2,2,,,,2,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,43,42017,1,1
1085507,1,1,62,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,43,42017,1,1
1085507,2,2,63,1,2,2,1,4,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,43,42017,1,1
1085511,1,2,43,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,44,42017,1,1
1085511,2,1,41,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,44,,1,,3,5,0,,2,,,1,1,2,,,,2,14448,21,,,,1,0.00,,1,1,,0,1,1,,,2,645,1730,1,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,0,0,2,0,44,42017,1,1
1085511,3,1,14,,2,3,2,,,,1,4,14413,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,44,42017,1,1
1085511,4,1,5,,2,3,2,,,,1,3,14414,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,44,42017,1,1
1085513,1,2,79,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,4,1,5,0,43,42017,1,1
1085514,1,1,40,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,31,,1,,2,5,0,,2,,,0,,,,,,2,18938,21,,,,1,0.00,,8,1,,1,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,2,2,0,4,0,43,42017,1,1
1085514,2,2,37,1,1,1,2,,,,2,,,,,,,,,,,2,,2,99,,99,,99,,9,9,9,,,,,9,,,,,,2,99998,99,,,,9,,,,,,,2,,,,9,9999,9999,9,,,,,,,,,,,,,,,,,,2,8,7,1,0,2,4,1,7,0,43,42017,1,1
1085514,3,2,10,,2,3,2,,,,1,3,18860,2,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,2,0,2,0,2,0,43,42017,1,1
1085514,4,2,8,,2,3,2,,,,1,3,18861,2,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,2,0,4,0,4,0,43,42017,1,1
1085514,5,2,3,,2,3,2,,,,1,2,18862,2,3,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,2,0,2,1,3,0,43,42017,1,1
1085519,1,1,60,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,23,,13,,3,5,0,,2,,,0,,,,,,2,15914,21,,,,1,0.00,,2,1,,1,2,,,,2,530,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,44,42017,1,1
1085519,2,2,55,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,44,42017,1,1
1085521,1,2,49,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,9,0,0,4,1,5,0,43,42017,1,1
1085521,2,1,52,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,55,,1,,2,5,0,,2,,,0,,,,,,2,18946,21,,,,1,0.00,,2,1,,1,2,,,,2,800,1600,1,,,,,,,,,,,,,,,,,,2,4,3,9,0,1,1,1,3,0,43,42017,1,1
1085526,1,1,50,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,55,,1,,3,5,0,,2,,,0,,,,,,2,14135,21,,,,1,0.00,,8,1,,1,2,,,,1,830,1730,2,8,,8,,,,,,,,,,,,,,,2,7,6,1,2,1,3,2,6,0,43,42017,1,1
1085526,2,2,52,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,4,1,5,0,43,42017,1,1
1085526,3,2,12,,2,3,2,,,,1,4,14111,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,2,0,4,0,4,0,43,42017,1,1
1085528,1,2,36,1,1,1,2,,,,2,,,,,,,,,,,2,,2,3,,71,,2,,3,2,4,,,,,0,,,,,,1,9085528,,,,,2,,,,,,,,,,,2,800,1700,2,5,,5,,,,,,,,,,,,,,,2,6,5,1,0,0,4,1,5,0,43,42017,1,1
1085528,2,1,40,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,3,5,0,,1,2,,0,,,,,,2,18395,21,,,,1,0.00,,2,1,,1,2,,0.00,,1,700,1800,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,2,0,4,0,43,42017,1,1
1085528,3,2,5,,2,99,2,,,,1,2,21615,2,5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,43,42017,1,1
1085539,1,2,36,1,2,2,2,,,,2,,,,,,,,,,,2,,2,1,,31,,4,,3,5,0,,,,,0,,,,,,2,18377,21,,,,2,0.00,,2,1,,1,2,,0.00,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,2,2,43,42017,1,1
1085539,2,1,5,,2,3,2,,,,1,3,18234,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,43,42017,1,1
1085539,3,2,4,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,43,42017,1,1
1085539,4,1,3,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,43,42017,1,1
1085539,5,1,0,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,43,42017,1,1
1085539,6,1,39,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,32,,3,,3,5,0,,2,,,0,,,,,,2,18378,21,,,,2,0.00,,2,1,,1,2,,0.00,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,43,42017,1,1
1085542,1,1,59,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,44,,4,,3,5,0,,2,,,0,,,,,,2,15387,21,,,,1,0.00,,2,1,,1,2,,,,2,700,1900,1,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,0,0,0,2,43,42017,1,1
1085542,2,2,56,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,0,2,0,2,0,43,42017,1,1
1085554,1,1,30,2,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,23,,2,,3,5,0,,2,,,0,,,,,,2,19673,31,,,,2,0.00,,8,1,,1,2,,0.00,,2,700,1530,1,,,,,,,,,,,,,,,,,,2,9,8,1,2,0,6,2,6,2,43,42017,1,1
1085554,2,2,30,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,56,,4,,3,5,0,,2,,,0,,,,,,2,19674,21,,,,2,0.00,,2,1,,1,2,,0.00,,1,755,1635,2,7,VARIES,7,VARIES,,,,,,,,,,,,,,2,7,6,1,0,2,2,2,6,0,43,42017,1,1
1085555,1,1,57,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,2,0,4,2,6,0,42,42017,1,1
1085555,2,2,57,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,4,2,6,0,42,42017,1,1
1085557,1,2,46,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,3,5,0,,2,,,0,,,,,,2,13628,21,,,,1,0.00,,2,1,,1,2,,,,1,730,1730,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,2,2,0,4,0,43,42017,1,1
1085580,1,2,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,55,,1,,2,5,2,,2,,,0,,,,,,2,14782,21,,,,1,0.00,,2,1,,1,2,,,,2,730,1800,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,2,3,5,0,43,42017,1,1
1085580,2,2,12,,2,3,2,,,,1,4,14597,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,43,42017,1,1
1085580,3,2,9,,2,3,2,,,,1,3,14598,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,4,0,43,42017,1,1
1085580,4,2,6,,2,3,2,,,,1,3,14599,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,4,0,43,42017,1,1
1085584,1,2,47,1,1,1,2,,,,1,6,19879,2,1,21,,,,0.00,,1,,2,4,,54,,5,,2,5,0,,2,,,0,,,,,,2,20011,21,,,,2,20.00,4,2,1,,2,2,,,,2,830,1830,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,1,1,1,3,0,43,42017,1,1
1085584,2,1,47,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,11,,2,,2,5,0,,2,,,1,1,2,3,4,,2,20012,21,,,,2,0.00,,2,3,,1,2,,,,2,600,1700,1,,,,,,,,,,,,,,,,,,2,4,3,1,1,1,1,1,3,0,43,42017,1,1
1085584,3,2,15,,2,3,2,,,,1,4,19880,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,43,42017,1,1
1085588,1,2,34,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,62,,2,,2,5,0,,,,,0,,,,,,2,20080,21,,,,2,0.00,,2,1,,1,2,,,,1,830,1230,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,43,42017,1,1
1085588,2,2,7,,2,3,2,,,,1,3,19916,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,0,2,43,42017,1,1
1085588,3,2,2,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,43,42017,1,1
1085600,1,2,45,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,44,42017,1,1
1085600,2,1,42,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,52,,1,,1,5,0,,2,,,0,,,,,,2,13346,21,,,,2,0.00,,1,1,,0,2,,,,2,830,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,0,2,4,0,44,42017,1,1
1085600,3,2,8,,2,3,2,,,,1,3,13305,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085600,4,2,4,,2,3,2,,,,1,2,13306,2,3,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,44,42017,1,1
1085605,1,2,32,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,4,3,5,2,44,42017,1,1
1085605,2,1,8,,2,3,2,,,,1,3,16310,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,2,1,44,42017,1,1
1085605,3,2,7,,2,3,2,,,,1,3,16311,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085605,4,2,5,,2,3,2,,,,1,3,16312,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,44,42017,1,1
1085607,1,1,44,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,48,,2,,3,5,0,,2,,,1,1,2,,,,2,14830,11,,,,2,0.00,,1,1,,0,2,,,,1,900,1800,1,,,,,,,,,,,,,,,,,,2,4,3,2,0,1,1,1,3,0,44,42017,1,1
1085607,2,2,42,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,51,,4,,3,5,0,,2,,,1,1,2,,,,2,14831,21,,,,1,0.00,,1,1,,0,2,,,,1,900,1900,2,1,,5,,,,,,,,,,,,,,,2,4,3,2,1,1,1,1,3,0,44,42017,1,1
1085607,3,2,19,1,2,3,2,,,,2,,,,,,,,,,,1,,2,1,,61,,2,,2,5,0,,2,,,2,1,,,,,2,14832,21,,,,2,0.00,,1,1,,0,2,,,,1,700,2100,2,1,,5,,,,,,,,,,,,,,,2,3,2,2,1,2,0,0,2,0,44,42017,1,1
1085607,4,2,16,2,2,3,2,,,,1,4,14621,2,5,42,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,44,42017,1,1
1085608,1,2,40,1,1,1,2,,,,2,,,,,,,,,,,2,,2,4,,61,,2,,2,5,0,,,,,0,,,,,,2,14762,21,,,,2,0.00,,1,1,,0,2,,,,1,845,1200,1,,,,,,,,,,,,,,,,,,2,11,10,1,0,2,4,4,10,0,44,42017,1,1
1085608,2,1,45,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,81,,2,,3,5,0,,2,,,0,,,,,,2,14763,21,,,,1,0.00,,1,1,,0,2,,,,1,800,1700,2,1,,4,,,,,,,,,,,,,,,2,7,6,1,1,1,1,4,6,0,44,42017,1,1
1085608,3,1,13,,2,3,2,,,,1,4,14583,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,44,42017,1,1
1085608,4,1,11,,2,3,2,,,,1,3,14584,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085608,5,1,5,,2,3,2,,,,1,3,14585,2,5,41,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,9,1,1,0,6,3,7,2,44,42017,1,1
1085611,1,1,56,1,1,1,2,,,,2,,,,,,,,,,,1,,2,4,,62,,1,,3,5,0,,1,1,,0,,,,,,2,13657,21,,,,1,0.00,,2,1,,2,2,,,,1,8888,2359,2,1,,1,,,,,,,,,,,,,,,2,11,10,1,0,0,6,4,10,0,44,42017,1,1
1085612,1,1,37,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,23,,1,,3,5,0,,2,,,1,1,2,,,,2,13836,21,,,,1,0.00,,2,2,,98,1,1,,,2,630,1830,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,1,1,3,5,0,44,42017,1,1
1085612,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,44,42017,1,1
1085612,3,2,10,,2,3,2,,,,1,3,13785,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085612,4,2,8,,2,3,2,,,,1,3,13786,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085612,5,2,1,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,44,42017,1,1
1085613,1,2,52,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,71,,4,,3,4,0,,,,,2,1,,,,,2,15918,21,,,,2,0.00,,2,1,,2,2,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,44,42017,1,1
1085613,2,1,59,1,2,2,2,,,,2,,,,,,,,,,,1,,1,3,,54,,2,,3,5,7,,2,,,2,1,2,3,4,,1,9085613,,,,,1,,,,,,,,,,,2,600,1200,1,,,,,1,,1,9085613,54,,2,,4,4,,600,2400,1,1,0,2,0,0,0,0,0,0,44,42017,1,1
1085616,1,1,38,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,31,,13,,2,5,0,,2,,,1,1,,,,,2,18313,21,,,,1,0.00,,2,1,,1,2,,,,2,700,1530,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,2,2,0,4,0,44,42017,1,1
1085616,2,2,11,,2,3,2,,,,1,3,18202,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085616,3,1,6,,2,3,2,,,,1,3,18203,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,44,42017,1,1
1085624,1,2,40,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,6,0,6,0,43,42017,1,1
1085624,2,1,42,1,2,2,2,,,,2,,,,,,,,,,,1,,1,1,,48,,1,,3,5,0,,2,,,1,1,,,,,2,13528,21,,,,2,0.00,,2,1,,1,2,,,,2,430,1330,1,,,,,1,,2,13548,61,,8,,6,0,,1500,1800,2,5,4,1,0,2,2,0,4,0,43,42017,1,1
1085624,3,1,16,1,2,3,2,,,,1,6,13484,2,5,11,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,43,42017,1,1
1085626,1,2,22,1,1,1,2,,,,1,6,13313,2,5,11,,,,,,2,,2,1,,51,,5,,1,5,0,,,,,0,,,,,,2,13372,21,,,,2,0.00,,2,1,,1,2,,,,1,900,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,2,2,34,42091,1,1
1085640,1,1,38,1,1,1,2,,,,2,,,,,,,,,,,1,,1,1,,72,,2,,3,5,0,,2,,,1,2,3,4,,,2,14026,21,,,,1,0.00,,2,1,,20,2,,,,1,730,1300,2,5,,5,,1,,1,9085640,71,,2,,3,2,,1800,2200,1,1,0,2,2,0,0,0,0,0,44,42017,1,1
1085640,2,2,38,1,2,2,2,,,,2,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,44,42017,1,1
1085641,1,1,75,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,43,42017,1,1
1085641,2,2,68,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,43,42017,1,1
1085642,1,1,40,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,52,,1,,3,5,0,,2,,,0,,,,,,2,19627,21,,,,2,0.00,,2,1,,1,2,,,,2,700,1600,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,1,1,2,4,0,44,42017,1,1
1085642,2,2,38,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,44,,4,,3,5,0,,2,,,1,1,2,,,,2,19628,21,,,,1,0.00,,9,1,,1,2,,,,2,800,1900,1,,,,,,,,,,,,,,,,,,2,11,10,1,1,0,2,8,8,2,44,42017,1,1
1085642,3,1,2,,2,3,2,,,,1,1,19583,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,44,42017,1,1
1085648,1,2,45,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,51,,2,,1,3,0,,,,,0,,,,,,2,15418,21,,,,2,0.00,,2,1,,1,2,,,,2,900,1630,1,,,,,,,,,,,,,,,,,,2,8,7,1,0,1,5,1,7,0,45,42017,1,1
1085648,2,1,40,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,3,5,4,,2,,,0,,,,,,2,15419,21,,,,2,0.00,,2,1,,2,8,,,,2,830,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,4,0,45,42017,1,1
1085648,3,2,3,,2,3,2,,,,1,1,15367,2,3,21,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,4,0,45,42017,1,1
1085675,1,2,37,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,71,,4,,3,5,0,,,,,2,1,3,,,,2,15860,21,,,,2,0.00,,2,1,,0,2,,,,2,830,1630,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,46,42017,1,1
1085675,2,1,41,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,55,,4,,1,5,0,,1,2,,1,1,,,,,2,15861,21,,,,1,0.00,,2,1,,0,2,,,,1,700,1700,1,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,0,0,2,0,46,42017,1,1
1085675,3,1,15,,2,3,2,,,,1,4,15743,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,46,42017,1,1
1085675,4,1,13,,2,3,2,,,,1,4,15744,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,46,42017,1,1
